Symbol,Close
KDP,27.55500030517578
KEY,17.774499893188477
KEYS,174.1199951171875
KMB,120.5
KIM,21.084999084472656
KMI,26.274999618530273
KKR,119.3375015258789
KLAC,1227.5699462890625
KHC,24.645000457763672
KR,65.91000366210938
LHX,303.0899963378906
LH,253.4199981689453
LRCX,162.34500122070312
LW,62.540000915527344
LVS,59.150001525878906
LDOS,191.64500427246094
LEN,125.25
LII,505.8599853515625
LLY,845.0
LIN,433.260009765625
LYV,149.32000732421875
LKQ,31.889999389648438
LMT,493.55999755859375
L,99.5
LOW,241.73899841308594
LULU,169.88999938964844
LYB,45.95000076293945
MTB,186.1199951171875
MPC,199.6999969482422
MAR,266.760009765625
MMC,180.07000732421875
MLM,614.2999877929688
MAS,66.20999908447266
MA,559.5050048828125
MTCH,32.220001220703125
MKC,64.40499877929688
MCD,302.8949890136719
MCK,832.2650146484375
MDT,91.61000061035156
MRK,86.56999969482422
META,658.239990234375
MET,79.94000244140625
MTD,1394.9599609375
MGM,31.010000228881836
MCHP,62.56999969482422
MU,225.1999969482422
MSFT,524.9127807617188
MAA,128.86749267578125
MRNA,26.290000915527344
MHK,118.4800033569336
MOH,156.47999572753906
TAP,43.7599983215332
MDLZ,58.709999084472656
MPWR,1090.1199951171875
MNST,66.7300033569336
MCO,484.3900146484375
MS,166.77000427246094
MOS,27.96500015258789
MSI,436.010009765625
MSCI,587.0700073242188
NDAQ,86.1521987915039
NTAP,115.83999633789062
NFLX,1093.6800537109375
NEM,81.7437973022461
NWSA,26.399999618530273
NWS,30.540000915527344
NEE,82.2916030883789
NKE,65.55000305175781
NI,42.560001373291016
NDSN,236.30999755859375
NSC,282.95001220703125
NTRS,129.39999389648438
NOC,590.6500244140625
NCLH,22.625
NRG,177.7899932861328
NUE,152.125
NVDA,203.61000061035156
NVR,7386.794921875
NXPI,207.94320678710938
ORLY,95.77999877929688
OXY,40.65999984741211
ODFL,140.05999755859375
OMC,76.27999877929688
ON,51.494998931884766
OKE,67.62000274658203
ORCL,262.1351013183594
OTIS,93.52999877929688
PCAR,99.32499694824219
PKG,197.82000732421875
PLTR,197.99000549316406
PANW,220.86000061035156
PSKY,15.585000038146973
PH,787.0
PAYX,118.37999725341797
PAYC,188.0
PYPL,69.25499725341797
PNR,108.80000305175781
PEP,148.05999755859375
PFE,24.405000686645508
PCG,15.765000343322754
PM,146.69000244140625
PSX,140.67999267578125
PNW,89.5250015258789
PNC,184.69000244140625
POOL,282.010009765625
PPG,99.94000244140625
PPL,36.97650146484375
PFG,83.83999633789062
PG,150.4149932861328
PGR,207.61000061035156
PLD,124.29499816894531
PRU,104.0250015258789
PEG,81.4000015258789
PTC,199.33999633789062
PSA,284.9150085449219
PHM,119.9000015258789
PWR,454.7799987792969
QCOM,178.75999450683594
DGX,176.69000244140625
RL,328.6549987792969
RJF,159.32000732421875
RTX,178.375
O,58.3390007019043
REG,69.80999755859375
REGN,660.2449951171875
RF,24.545000076293945
RSG,211.8300018310547
RMD,254.77999877929688
RVTY,93.19000244140625
HOOD,142.6195068359375
ROK,373.3999938964844
ROL,57.4900016784668
ROP,449.6700134277344
ROST,158.30999755859375
RCL,288.43499755859375
SPGI,493.4599914550781
CRM,258.7300109863281
SBAC,193.09249877929688
SLB,36.85499954223633
STX,271.9100036621094
SRE,93.01000213623047
NOW,959.0750122070312
SHW,353.2049865722656
SPG,175.33999633789062
SWKS,80.27999877929688
SJM,102.29000091552734
SW,36.380001068115234
SNA,343.3500061035156
SOLV,70.34100341796875
SO,94.00499725341797
LUV,30.604999542236328
SWK,70.1500015258789
SBUX,84.51000213623047
STT,117.16000366210938
STLD,161.61000061035156
STE,239.4199981689453
SYK,372.1499938964844
SMCI,51.5
SYF,74.66999816894531
SNPS,445.79998779296875
SYY,74.88999938964844
TMUS,212.89999389648438
TROW,103.26000213623047
TTWO,253.11000061035156
TPR,112.73999786376953
TRGP,153.69000244140625
TGT,94.25869750976562
TEL,245.02999877929688
TDY,525.8599853515625
TER,175.11000061035156
TSLA,443.7449951171875
TXN,162.0
TPL,945.1799926757812
TXT,80.95999908447266
TMO,563.2899780273438
TJX,143.01499938964844
TKO,189.7100067138672
TTD,49.97999954223633
TSCO,54.630001068115234
TT,454.2950134277344
TDG,1329.0400390625
TRV,274.17999267578125
TRMB,79.99500274658203
TFC,44.8650016784668
TYL,486.55499267578125
TSN,51.2400016784668
USB,47.537200927734375
UBER,96.40499877929688
UDR,33.82500076293945
ULTA,512.5349731445312
UNP,219.5500030517578
UAL,95.5199966430664
UPS,97.58999633789062
URI,880.7100219726562
UNH,347.6650085449219
UHS,223.8000030517578
VLO,172.8000030517578
VTR,72.81999969482422
VLTO,100.38500213623047
VRSN,239.22999572753906
VRSK,214.3300018310547
VZ,39.334999084472656
VRTX,421.38250732421875
VTRS,10.414999961853027
VICI,29.53499984741211
V,349.625
VST,194.05999755859375
VMC,287.989990234375
WRB,72.04000091552734
GWW,975.2949829101562
WAB,205.4199981689453
WMT,103.06500244140625
DIS,112.8949966430664
WBD,21.69499969482422
WM,201.15499877929688
WAT,348.260009765625
WEC,114.23999786376953
WFC,87.19999694824219
WELL,181.41000366210938
WST,284.489990234375
WDC,139.44000244140625
WY,23.295000076293945
WSM,197.7899932861328
WMB,58.20500183105469
WTW,322.0
WDAY,235.2899932861328
WYNN,120.81999969482422
XEL,82.58000183105469
XYL,153.7100067138672
YUM,139.4550018310547
ZBRA,263.9200134277344
ZBH,99.98999786376953
ZTS,144.67999267578125
